Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric,Low,High,Comments
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Congo,Male,52,52,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Congo,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Djibouti,Male,55,55,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Micronesia (Federated States of),Male,65,65,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Micronesia (Federated States of),Male,66,66,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Micronesia (Federated States of),Male,68,68,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Guyana,Male,60,60,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Indonesia,Male,60,60,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,Indonesia,Male,65,65,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Iraq,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Iraq,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Iraq,Male,66,66,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Kiribati,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Morocco,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Morocco,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Morocco,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Marshall Islands,Male,68,68,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Nigeria,Male,45,45,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Nigeria,Male,47,47,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Philippines,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Philippines,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Philippines,Male,65,65,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Paraguay,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,El Salvador,Male,61,61,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,El Salvador,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,El Salvador,Male,68,68,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Swaziland,Male,62,62,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Swaziland,Male,52,52,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Syrian Arab Republic,Male,69,69,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,Timor-Leste,Male,58,58,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Tonga,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Ukraine,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Vanuatu,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Samoa,Male,63,63,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Samoa,Male,70,70,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Bulgaria,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Bosnia and Herzegovina,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,Botswana,Male,61,61,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Chile,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Chile,Male,77,77,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Colombia,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Dominica,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Dominican Republic,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,Gabon,Male,62,62,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Grenada,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Grenada,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Jamaica,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Lebanon,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Libya,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Lithuania,Male,68,68,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Latvia,Male,64,64,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Latvia,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Mexico,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Mexico,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,The former Yugoslav Republic of Macedonia,Male,70,70,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Mauritius,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Malaysia,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Peru,Male,75,75,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Upper-middle-income,Palau,Male,65,65,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Upper-middle-income,Palau,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Poland,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Serbia,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Suriname,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Upper-middle-income,Tuvalu,Male,66,66,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Uruguay,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Uruguay,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Saint Vincent and the Grenadines,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Syrian Arab Republic,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Syrian Arab Republic,Male,62,62,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Turkmenistan,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Turkmenistan,Male,58,58,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Tunisia,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Tunisia,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Tunisia,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Vanuatu,Male,64,64,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Argentina,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Argentina,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Argentina,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Belarus,Male,63,63,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Belarus,Male,67,67,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Botswana,Male,65,65,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Botswana,Male,48,48,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Costa Rica,Male,75,75,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Costa Rica,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Costa Rica,Male,77,77,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Upper-middle-income,Fiji,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Fiji,Male,65,65,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Upper-middle-income,Fiji,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Jamaica,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Jamaica,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Saint Kitts and Nevis,Male,65,65,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Saint Kitts and Nevis,Male,68,68,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Saint Lucia,Male,70,70,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Saint Lucia,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Saint Lucia,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Montenegro,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Montenegro,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Montenegro,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Namibia,Male,57,57,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,Namibia,Male,64,64,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Peru,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Peru,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Romania,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Romania,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Romania,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Turkey,Male,62,62,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Turkey,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Turkey,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Saint Vincent and the Grenadines,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Saint Vincent and the Grenadines,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,South Africa,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,South Africa,Male,55,55,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Andorra,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Andorra,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Andorra,Male,79,79,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Belgium,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Belgium,Male,75,75,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Belgium,Male,78,78,,,
Life expectancy at birth (years),Published,2000,Americas,High-income,Barbados,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Americas,High-income,Barbados,Male,75,75,,,
Life expectancy at birth (years),Published,1990,Americas,High-income,Canada,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Americas,High-income,Canada,Male,77,77,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Cyprus,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Cyprus,Male,75,75,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Cyprus,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Estonia,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Estonia,Male,65,65,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Estonia,Male,71,71,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,United Kingdom,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,United Kingdom,Male,79,79,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Greece,Male,75,75,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Greece,Male,76,76,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Ireland,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Ireland,Male,74,74,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Ireland,Male,79,79,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Italy,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Republic of Korea,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Republic of Korea,Male,73,73,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Republic of Korea,Male,78,78,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Monaco,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Monaco,Male,79,79,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Netherlands,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Western Pacific,High-income,New Zealand,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,New Zealand,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,New Zealand,Male,80,80,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Qatar,Male,79,79,,,
Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Singapore,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Singapore,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Singapore,Male,80,80,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Slovenia,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Slovenia,Male,77,77,,,
Life expectancy at birth (years),Published,1990,Americas,High-income,Trinidad and Tobago,Male,65,65,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Low-income,Afghanistan,Male,49,49,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Low-income,Afghanistan,Male,54,54,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Low-income,Afghanistan,Male,58,58,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Burkina Faso,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Central African Republic,Male,46,46,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Central African Republic,Male,44,44,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Central African Republic,Male,50,50,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Eritrea,Male,39,39,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Eritrea,Male,61,61,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Ghana,Male,55,55,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Guinea-Bissau,Male,47,47,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Guinea-Bissau,Male,51,51,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Guinea-Bissau,Male,53,53,,,
Life expectancy at birth (years),Published,2012,Europe,Low-income,Kyrgyzstan,Male,66,66,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Low-income,Lao People's Democratic Republic,Male,51,51,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Low-income,Lao People's Democratic Republic,Male,58,58,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Low-income,Lao People's Democratic Republic,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Mali,Male,48,48,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Mali,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Mozambique,Male,41,41,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Niger,Male,43,43,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Niger,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Niger,Male,59,59,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Low-income,Democratic People's Republic of Korea,Male,66,66,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Senegal,Male,56,56,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Senegal,Male,56,56,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Senegal,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Low-income,South Sudan,Male,47,47,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Low-income,South Sudan,Male,54,54,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Togo,Male,54,54,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Uganda,Male,44,44,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Uganda,Male,44,44,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Uganda,Male,56,56,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Low-income,Yemen,Male,62,62,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Zimbabwe,Male,60,60,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Zimbabwe,Male,42,42,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Zimbabwe,Male,56,56,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Albania,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Albania,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Azerbaijan,Male,60,60,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Bhutan,Male,53,53,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,Bhutan,Male,60,60,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Bhutan,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Cameroon,Male,55,55,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Cabo Verde,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Cabo Verde,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Cabo Verde,Male,71,71,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Egypt,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Egypt,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Georgia,Male,67,67,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Honduras,Male,65,65,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Honduras,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Honduras,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Iran (Islamic Republic of),Male,72,72,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Jordan,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Jordan,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Jordan,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Lesotho,Male,47,47,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Lesotho,Male,49,49,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Republic of Moldova,Male,65,65,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Mongolia,Male,58,58,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Mongolia,Male,60,60,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Mongolia,Male,64,64,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Pakistan,Male,64,64,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Papua New Guinea,Male,53,53,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Papua New Guinea,Male,56,56,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Solomon Islands,Male,64,64,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Solomon Islands,Male,67,67,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Sao Tome and Principe,Male,59,59,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Thailand,Male,66,66,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,Thailand,Male,66,66,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Thailand,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Tonga,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Ukraine,Male,65,65,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Ukraine,Male,62,62,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Bulgaria,Male,68,68,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Brazil,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Brazil,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Brazil,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Colombia,Male,76,76,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Cuba,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Cuba,Male,75,75,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Algeria,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,Algeria,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Gabon,Male,60,60,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Kazakhstan,Male,61,61,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Kazakhstan,Male,58,58,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Kazakhstan,Male,63,63,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Upper-middle-income,Libya,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Lithuania,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Lithuania,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,The former Yugoslav Republic of Macedonia,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,The former Yugoslav Republic of Macedonia,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Mauritius,Male,66,66,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Panama,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Panama,Male,74,74,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Panama,Male,74,74,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Poland,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Russian Federation,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Russian Federation,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Seychelles,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,Seychelles,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Upper-middle-income,Tuvalu,Male,59,59,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Venezuela (Bolivarian Republic of),Male,70,70,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Venezuela (Bolivarian Republic of),Male,71,71,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Venezuela (Bolivarian Republic of),Male,72,72,,,
